프로그램구분,기관,일련번호,지역,국가명,대학명(국문),대학명(영문),지원자격_최소학점,지원자격_어학성적,참고사항,수학가능학과/영어강의목록 등,웹사이트,특이사항,언어권,수학가능전공분야,summary_location,summary_weather,summary_academic,summary_safety
일반교환,자매대학,E0129,유럽,프랑스,툴루즈쟝조헤스대,University of toulouse jean jaures,-,"영어(유럽) B-2
프랑스어 D-1","· 위치: Toulouse
· 특징: 학생 수 약 30,000명","· 수학가능학과: Arts, Letters and Languages, Humanities and Social Sciences (History, Archaeology, Sociology,
· Anthropology, Geography), Sciences, Technologies (Psychology, Mathematics, Training Sciences), Social Economy, Management
· 수강가능과목: 영어 및 프랑스어 사용
· https://www.univ-tlse2.fr/accueil/international/venir-ut2j/catalogue-des-cours
· (영어) https://www.univ-tlse2.fr/home/why-study-at-ut2j/courses-taught-in-english-at-ut2j",https://www.univ-tlse2.fr/accueil/international/venir-ut2j/futurs-etudiants-incoming-students,,"영어(유럽), 프랑스어","['경영/경제', '공학/기술', '사회과학', '예술/디자인', '인문학', '자연과학']",,,,
일반교환,자매대학,E0130,유럽,프랑스,스트라스부르대,University of Strasbourg,-,영어(유럽) B-1,"· 위치: Alsace
· 특징: 학생 수 약 40,000명
· 교환학생을 위한 프랑스어 수업 수강 가능 (유료)
· 노벨상 수상자 18명 배출","· 수학가능학과: Arts, Letters, Languages, Law, Economics, Management, Humanities and Social Sciences, Science, Technology, Health
· 수강가능과목:
· https://formations.unistra.fr/fr/index.html",https://www.unistra.fr/international/venir-a-strasbourg,"· 학과에 따라 필요 어학 성적이 다름.
· Factsheet 참조",영어(유럽),"['경영/경제', '공학/기술', '법학', '보건/생명과학', '사회과학', '예술/디자인', '인문학', '자연과학']","스트라스부르대학교는 프랑스 도시 내에 위치하며, 파리나 프랑크푸르트를 경유하여 도착하는 교통수단을 이용할 수 있습니다. 학교는 스트라스부르 시내에 있어 독일은 트램으로 5분 거리에 있어 이동이 편리합니다.","스트라스부르는 매우 추운 날씨로 항상 흐리고 비가 자주 오며, 따뜻한 날은 드물어서 따뜻한 겨울 옷을 챙겨야합니다.","- 학교 시설은 만족스럽고, 수업 난이도는 높았지만 적절한 수준이었습니다.","프랑스 교환학생들은 생활환경이 안전하고 안정적했으며, 학교 주변도 비교적 안전하고 안정적했습니다."
일반교환,자매대학,E0131,유럽,프랑스,ESCOM,Ecole Superieure de Chimie Organique et Minerale,-,프랑스어 D-2,· 위치: Compiègne,"· 수학가능학과: Industrial Management & Marketing (MMI ), Quality, Hygiene Safety
· Toxicology (QHSE), Formulated products & Applications (PA), Elastomers science and technology
· https://www.escom.fr/mobilite-internationale/academic-programme-and-majors/
· 수강가능과목:https://www.escom.fr/formation/cycle-ingenieur-chimiste/
· 각 과목의 수강요건 확인 필요",,,프랑스어,"['경영/경제', '공학/기술', '자연과학']",,,,
일반교환,자매대학,E0132,유럽,프랑스,EDC 파리경영대,EDC Paris Business School,-,"TOEFL(iBT) 80
IELTS 6.5
DELF 50/100",· 위치: Courbevoie,"· 수학가능학과: 모든 학과 선택 가능
· 수강가능과목(2024-2025): https://www.edcparis.edu/fr/nos-programmes/programme-grande-ecole
· 일부 과목 프랑스어로 진행. 프랑스어로 진행되는 과목 수강 시, 프랑스어 공인어학 성적 필수",https://www.edcparis.edu/fr/international/etudiants-internationaux-en-echange-edc,"· TOEIC 제외
· 2학년(2개 학기 이상 수료자)부터 지원 가능","영어(유럽), 프랑스어",['직접확인'],,,,
일반교환,자매대학,E0133,유럽,핀란드,오울루대,Oulu University of Applied Sciences,-,"TOEFL(iBT) 75
IELTS 5.5
TOEIC 800","· 위치: Oulu
· 특징: 학생 수 약 9,000명
· 주력 분야 : Future health and well-being, Energy, natural resources and the environment","· 수학가능학과: Business, Engineering, Health & Social Care, Information Technology, Media & Performing Arts, Natural Resources, Interdisciplinary Studies
· 수강가능과목: https://oamk.fi/en/study/exchange-student/studies/
· 상단 수학가능학과 내에서 검색",https://www.oamk.fi/en/exchange/student-exchange,,영어(유럽),"['경영/경제', '공학/기술', '보건/생명과학', '예술/디자인', '커뮤니케이션/미디어']","오울루는 북유럽 핀란드 중부에 위치하며, 자전거가 활성화된 도시이고 교통이 편리합니다. 학교와 기숙사는 오울루 시내로부터 버스로 15분 가량 떨어져 있어 교통이 편리합니다.",겨울이 매우 추운 핀란드는 방한 준비가 필요합니다. 최저 영하 30도까지 떨어지며 밤에 오로라를 관측할 수 있습니다.,"학교는 다양한 캠퍼스를 갖고 있어 학생들은 다양한 국적과 전공을 가진 친구들과 소통하며 성장할 수 있는 환경을 제공합니다. 또한, 다양한 인프라를 제공하며 팀 프로젝트가 많은 전공 수업과 교양 수업의 어려움이 있었습니다.","생활환경이 안전하고 안정적한 핀란드에서, 튜터의 안내 덕분에 숙소와 교통에 대한 안내를 받아 안심하며 생활했습니다. 친절한 사람들과 다양한 시설 덕분에 안전한 환경에서 학교 생활을 즐겁게 했습니다."
일반교환,자매대학,E0134,유럽,핀란드,사보니아대,Savonia University of Applied Sciences,-,"TOEFL(iBT) 80
IELTS 6.0","· 위치: Kuopio
· 특징: 학생수 약 6,500명
· Kuopio를 포함해 Varkaus 및 Ilsalmi 지역에 총 3개의 캠퍼스가 있음
· 경영학 및 기계공학 두 개의 학사 프로그램에 한해 영어 수업 제공","· 수학가능학과: Business, Natural Resources, Tourism and Catering, Desing Training, Music and Dance, Social Services and Health Care, Engineering
· 수강가능과목: https://opinto-opas.peppi.savonia.fi/offering/27",https://www.savonia.fi/en/study-with-us/other-studies/exchange/,· TOEIC 제외,영어(유럽),"['경영/경제', '공학/기술', '관광/호텔/레저', '보건/생명과학', '예술/디자인']",,,,
일반교환,자매대학,E0135,유럽,핀란드,탐페레대,Tampere University of Applied Sciences,-,영어(유럽) B-2,"· 위치: Tampere (헬싱키에서 기차로 약 2시간 거리)
· 본교지원가능학과: 경영대학(주전공자) 우선선발
· 특징: 학생 수 약 9,300명","· 수학가능학과: Business Administration, Chemical engineering and processes, Electricity and energy, Mechanics and metal trades
· 수강가능과목:
· https://www.tuni.fi/en/study-with-us/exchange-studies/exchange-studies-tampere-university/university-courses-for-exchange-students
· 수강 가능 학과의 과목만 수강 가능",https://www.tuni.fi/en/study-with-us/exchange-studies,· TOEIC 제외,영어(유럽),"['경영/경제', '공학/기술']","핀란드의 학교는 대중교통 시스템이 잘 구축되어 있어 이동이 편리하며, 학교 근처에 위치한 주요 관광지들을 쉽게 방문할 수 있습니다. 핀란드의 학교는 근처 관광지에 쉽게 접근할 수 있는 편리한 대중교통 시스템을 갖추고 있습니다.","핀란드는 11월 이후 눈이 많이 오며, 무릎까지 쌓이기도 합니다. 따라서 비타민D 섭취와 방한 준비가 필요합니다.",학교는 잘 갖춰진 시설로 소통 능력을 향상시키는 다양한 팀플과 발표를 제공합니다.,핀란드에서의 생활은 안전하고 안정적으로 진행됩니다.
일반교환,자매대학,E0136,유럽,핀란드,헬싱키메트로폴리아과학대,Helsinki Metropolia University of Applied Sciences,-,영어(유럽) B-2,"· 위치: Helsinki
· 특징: 학생 수 약 16,000명
· 경영대학(주전공자) 우선선발
· 핀란드에서 가장 큰 응용과학대","· 수학가능학과: Business, Culture, Health Care and Social Services, Technology
· 수강가능과목: (영어) https://www.metropolia.fi/en/academics/exchange-studies
· Courses 부분 참고",https://www.metropolia.fi/en/international-relations/exchange,,영어(유럽),"['경영/경제', '공학/기술', '보건/생명과학']","핀란드 대학은 한적한 곳에 위치하며, 학교들의 캠퍼스는 여러 지역에 분산되어 있어 교통편을 잘 파악해야 합니다. 핀란드의 수도 헬싱키에 위치한 메트로폴리아 대학은 교통카드로 대중교통을 이용할 수 있어 편리하며, 기숙사는 대중교통으로 1시간 이내 거리에 위치하여 접근이 용이합니다.북유럽에 위치한 핀란드는 추운 기후로 인해 사우나 문화가 발달하고 있으며","핀란드는 서늘한 날씨로 여름에도 즐기기 좋으며, 겨울은 굉장히 추워서 방한용품이 필요합니다. 봄이 늦게 오는 지역으로 한국의 봄을 느끼기 어렵습니다.","학교는 다양한 시설과 이벤트를 통해 학생들이 활발히 참여할 수 있었고, 수업은 교수님들의 도움으로 어려움을 극복하여 성공적으로 진행되었습니다. 대학은 학생들의 학업을 지원하기 위해 다양한 시설을 제공합니다.",생활환경과 안전 측면에서 핀란드는 안전하고 안정적한 환경을 제공하여 학생들이 안정하게 생활했습니다.
일반교환,자매대학,E0137,유럽,헝가리,부다페스트메트로폴리탄대,Budapest Metropolitan University,-,영어(유럽) B-2,"· 위치: Budapest
· 특징: 학생 수 약10,000명
· 2001년 정식 개교 후 매년 지속적인 성장, 부다페스트 대표 대학교
· 학교 주변이 <Lonely Planet>에서 선정한 세계적인 문화유산 거리로 선정","· 수학가능학과: Business, Communication, Toursim, Art
· 파견학기별 수학가능학과 변경될 수 있음
· 수강가능과목: https://english.kre.hu/index.php/information-for-international-students/erasmus/erasmus-courses.html
· → 각 학과 선택 후 수학 가능 과목 확인",https://www.metubudapest.hu/incoming-exchange,"· TOEIC, ITP 제외",영어(유럽),"['경영/경제', '예술/디자인', '커뮤니케이션/미디어']",학교는 Metro 2호선 종착역에 위치하여 지하철과 가까워 편리한 이동이 가능합니다.,부다페스트는 계절 변화가 두드러져 가을과 겨울을 명확히 경험할 수 있습니다.,학교는 수업과 학습 환경이 잘 조성되어 있어 전체적으로 유익하고 적절합니다.,헝가리에서의 생활은 안전 문제로 큰 불편함을 느끼지 않았습니다.
일반교환,자매대학,E0139,유럽,헝가리,ELTE,Eötvös Loránd University,-,영어(유럽) B-2,"· 위치: Budapest
· 특징: 학생 수 약 28,542명","· 수학가능학과: Economics, Education and Psychology, Humanities, Informatics, Law, Science, Social Sciences
· 파견학기별 수학가능학과 변경될 수 있음
· 수강가능과목: 영어, 독일어, 프랑스어, 이탈리아어 사용 가능
· https://www.elte.hu/en/incoming-mobility/courses",https://www.elte.hu/en/incoming-mobility,,영어(유럽),"['경영/경제', '공학/기술', '교육학', '법학', '사회과학', '인문학', '자연과학']",,,,
일반교환,자매대학,E0140,남미,과테말라,라파엘란디바르대,Rafael Landivar University,-,"A-3
DELE B1","· 위치: Guatemala City
· 특징: 학생 수 약 3,4287명","· 수학가능학과: Architecture and Design, Agricultural and Environmental Sciences, Health Sciences, Economics and Business, Law and Social Sciences, Political Sciences, Humanities, Engineering, Theology
· 수강가능과목:
· https://principal.url.edu.gt/carreras/
· 각 과목의 수강요건 확인 필요",https://principal.url.edu.gt/vida-estudiantil/,· ITP 제외,"기타, 영어(비유럽)","['경영/경제', '공학/기술', '법학', '보건/생명과학', '사회과학', '예술/디자인', '인문학', '자연과학']",,,,
일반교환,자매대학,E0141,남미,도미니카공화국,INTEC,Santo Domingo Institute of Technology,-,"A-3
DELE B1","· 위치: Santo Domingo
· 특징: 학생 수 약5,500명
· 젊은 교수들이 모여 도미니카의 공과대학을 발전시키기 위한 목적으로 설립","· 수학가능학과: Health Sciences, Basic and environmental sciences, Engineering, Social sciences and humanities, Business
· 수강가능과목:
· https://www.intec.edu.do/oferta-academica/areas-academicas
· 링크접속 - 지원학과 - Curriculum Download",https://www.intec.edu.do/estudiantes,· ITP 제외,"기타, 영어(비유럽)","['경영/경제', '공학/기술', '보건/생명과학', '사회과학', '인문학', '자연과학']",,,,
일반교환,자매대학,E0142,남미,도미니카공화국,이베로아메리카나대,Ibero-Americana University,-,"A-3
DELE B1","· 위치: Santo Domingo
· 특징: 학생 수 약11,000명","· 수학가능학과: Interior Designs, Dentistry, Medicine, Psychology, Law, Architecture, Business Administration, Business Administration (International Business Minor), Advertisement Communication, Science of religion, Early Education, Marketing, Hotel and Tourism Administration, Civil Engineering, Industrial Engineering, Engineering Information Technology and Communication
· 수강가능과목:
· https://internacional.ibero.mx/en/index.php/study-in-mexico/study-offers",https://internacional.ibero.mx/en/index.php?_ga=2.3398832.1225564721.1611119889-1913208588.1606811246,· ITP 제외,"기타, 영어(비유럽)","['경영/경제', '공학/기술', '관광/호텔/레저', '교육학', '법학', '보건/생명과학', '사회과학', '예술/디자인', '자연과학', '커뮤니케이션/미디어']",,,,
일반교환,자매대학,E0143,남미,멕시코,레지오몬따나대,Regiomontana University,-,DELE B1,"· 위치: Monterrey
· 특징: 학생 수 약 8,004명","· 수학가능학과: Architecture, Engineering, Business, Education, Digital Design, Animation, Law
· 수강가능과목: 주로 스페인어 과목
· https://u-erre.mx/profesional
· 각 과목의 수강요건 확인 필요",https://www.u-erre.mx/nuestros-alumnos/intercambios,· 스페인어 필수,기타,"['경영/경제', '공학/기술', '교육학', '법학', '예술/디자인']",,,,
일반교환,자매대학,E0144,남미,멕시코,몬테레이대,University of Monterrey,-,"A-3
DELE B1","· 위치: Monterrey
· 특징: 학생 수 약16,000명","· 수학가능학과: Art, Architecture and Design, Health Sciences, Law and Social Sciences, Education and Humanities, Engineering, Business
· 파견학기별 수학가능학과가 변경될 수 있음
· 수강가능과목: 영어 및 스페인어 사용
· https://www.udem.edu.mx/en/educacion-y-humanidades/international-students",https://www.udem.edu.mx/en/experience/exchange-programs,· ITP 제외,"기타, 영어(비유럽)","['경영/경제', '공학/기술', '교육학', '법학', '보건/생명과학', '사회과학', '예술/디자인', '인문학', '자연과학']",,,,
